Capacity and Resources	Crime and Punishment	Cultural Identity	Economic	Episodic	External Regulation and Reputation	Fairness and Equality	Health and Safety	Hero	Hero: Cultural Diversity	Hero: Integration	Hero: Worker	Legality, Constitutionality, Jurisdiction	Morality and Ethics	Policy Prescription and Evaluation	Political Factors and Implications	Public Sentiment	Quality of Life	Security and Defense	Thematic	Threat	Threat: Fiscal	Threat: Jobs	Threat: National Cohesion	Threat: Public Order	Victim	Victim: Discrimination	Victim: Global Economy	Victim: Humanitarian	Victim: War	country	date	has_hashtag	has_mention	has_url	id_str	ideology	is_quote_status	is_reply	is_verified	log_chars	log_favorites	log_followers	log_following	log_retweets	log_statuses	month	year	text
0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	US	6	0	1	1	1103318241538179072	0.4128791725694368	0	0	1	5.5053315359323625	7.208600337960199	14.354318790975706	5.986452005284438	6.93537044601511	9.563037414545692	3	2019	.: “At the current pace we are on track to encounter close to one million illegal aliens at our southern border this year.” In February we encountered more than 2700 illegal aliens a day on pace for approximately 990,000 over the year.
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	US	11	0	1	1	1061719725049147392	2.6279186115037305	0	0	0	4.543294782270004	0.0	4.060443010546419	5.318119993844216	0.0	9.123256265069069	11	2018	Here’s How Democrats Have Flip-Flopped On Immigration  via 
0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	1	0	1	1	1190396017046433794	-0.6029465441496183	0	1	0	5.662960480135946	0.0	6.432940092739179	6.452048954437226	0.0	10.963133762295572	11	2019	" NBC:""[W]hen Wolf was acting chief of staff to Nielsen,he sent a list of 16 options to curb the number of undocumented immigrants to Gene Hamilton,counselor to then-Attorney General Jeff Sessions,for review.  Number two on the list:""Separate family units."""" "
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	US	14	0	1	1	1007373034653716480	1.6156887380296985	0	0	0	4.962844630259907	0.0	7.489970898834801	7.405495663199472	0.0	11.150275563614356	6	2018	 We should NOT allow illegal aliens to USE their kids to get into the United States.  Therefore, we must put our foot down. 
0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	11	0	0	1	1160641538466156545	-0.8798264740164049	0	0	1	5.176149732573829	2.079441541679836	11.0603058542686	8.14060704285845	2.5649493574615367	11.350935807148192	8	2019	Sanctuary leaders are concerned that federal immigration agencies are working toward removing undocumented immigrants from sanctuary churches nationwide. 
0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	US	19	0	1	1	1086729258360324098	-0.5202421495140845	1	0	0	5.298317366548036	0.6931471805599453	9.89298256789098	9.832474785289708	1.0986122886681098	11.233238016844153	1	2019	No, Mr. , you really are not. 👇  Trump’s tweet about migrant kids' deaths caps a year that was horrible for children -  - Washington Post  #WhatAboutTheChildren
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	US	20	0	0	1	1042886453242540032	2.911990227860564	1	0	0	5.351858133476067	2.6390573296152584	8.977525200965243	7.741533589281828	2.19722457733622	10.78669708580816	9	2018	So, true Native Americans were getting no social security but we provide all sorts of benefits and perks for illegal aliens? This is a good start.  Yeah Trump! 👏🏻 #illegals #IllegalAliens #ThursdayThoughts #maga
0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	2	0	0	1	1157278480100405248	-1.0991729119628206	0	1	0	5.303304908059076	1.3862943611198906	6.679599185844383	6.405228458030842	0.0	9.151121012316212	8	2019	And I guess I’m talking more specifically about pro bono attorneys who only deal with immigration when their big fancy law firm takes on our cases. I REALLY suck at small talk with corporate attorneys.
0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	US	23	0	0	1	1032738536485806080	-1.9441960745432731	1	0	0	5.099866427824199	0.0	5.081404364984463	4.812184355372417	0.0	9.9763661979487	8	2018	no matter the legal status of the perpetrator, you cannot blame all immigrants..bad people born in the usa commit heinous acts as well...racism has no part in this.
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	19	0	1	0	1075195299860267009	2.464307743855175	0	1	0	4.0943445622221	0.0	4.718498871295094	5.54907608489522	0.0	9.371097750854297	12	2018	  That was illegal immigrants you fool
0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	US	14	1	0	1	1128408885184700416	-1.2376128768962138	1	0	0	5.634789603169249	0.6931471805599453	4.30406509320417	5.834810737062605	0.0	8.049427057110695	5	2019	What happened to you #LindsayGrahamResign?  Were you always this much of an Ass and we just didn't see it?  Were you always this repugnant?  First they came for Asylum seekers, and then any immigrant and then Gays. And that is when they locked Lindsey up!  Throwing stones! Shame!
0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	US	22	0	1	1	1087769570314575873	2.586566414185964	0	1	0	5.513428746164983	0.0	7.180069874302796	7.549082710812286	0.0	9.175645402179295	1	2019	  Wow! This has more than doubled just in the past few years. That tells me illegals are making a lot more money - or there are a lot more of them in our country.  This makes me so angry. Out government shouldn’t allow this.
0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	US	8	0	1	1	1071262466649206784	2.9605341116683768	0	0	0	4.499809670330265	0.0	8.588024372176829	8.54188580400661	0.0	11.692927667473606	12	2018	CA Dems Pushing For Medicaid For Illegal Aliens  via 
0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	US	3	0	1	1	1102303018651959296	-0.360227125110552	0	0	0	4.477336814478207	0.0	7.795646536334594	8.363109176033522	0.0	10.619178697530968	3	2019	Trump's Immigration Policy: Lies and Racism  via 
0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	US	27	0	0	1	1022639002220937217	-1.2501983282537947	0	1	0	5.62040086571715	0.6931471805599453	5.655991810819852	7.70210434005105	0.0	8.83331693749932	7	2018	"The second aspect is far more chilling: ""My province."" Ontario recently had a provincial election where the Tories under the brother of Toronto's infamous ""crack mayor"" won the Premiership. Doug's campaign paid lip service to the anti-immigrant sentiments lurking in his base."
0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	US	13	0	1	1	1073328374033002496	0.9450639728328708	0	0	0	5.60947179518496	0.0	3.091042453358316	4.418840607796598	0.0	6.9865664594064265	12	2018	 , Everyone should know by now that you and the Dems do not care about the working class of this country. You are more worried about the illegals than you are about our citizens going hungry and homeless. Billions of dollars given to illegals .You are a disgrace
0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	US	17	0	1	1	1151481268296663041	3.241009884780187	0	1	0	5.666426688112432	0.0	2.3978952727983707	4.143134726391533	0.0	7.1693500166706	7	2019	" Does “true patriotism” also entail spreading anti-Semitism and being a terrorist apologist? Or how about breaking Immigration, Tax and Campaign laws? Maybe trivializing the most horrific terrorist event this country has ever suffered? Yeah,tell us all about your ""true patriotism"""
0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	US	10	0	0	1	1148951188622237696	-0.6155319955071996	0	0	0	5.10594547390058	0.6931471805599453	4.867534450455582	5.62040086571715	0.0	6.363028103540465	7	2019	Interesting how some accent are less difficult to understand than others depending on your own accent and/or your native language. #lifeofanimmigrant #lifeofarefugee
0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	US	21	0	1	0	1152888902316888071	2.12270263557797	0	1	0	4.844187086458591	1.3862943611198906	7.749753406274437	7.903965634032166	1.0986122886681098	10.01265580953678	7	2019	 Oh,  , “undocumented migrants”? The lib word fascists got you to tap out.  They’re still illegal aliens!
0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	US	24	0	1	1	977641790038859777	-0.500465011666457	0	1	0	5.159055299214529	0.0	4.969813299576001	6.612041034833092	0.0	8.435332164935916	3	2018	 Yes and no, he was trying to force Congress to create immigration law, not continue with EO, after 20 yrs, no one is able to get Congress to take effective action
0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	US	15	0	1	1	1162110395886252036	-1.223229503916121	0	0	0	4.5217885770490405	0.6931471805599453	5.921578419643816	6.198478716492308	0.0	8.51579221050061	8	2019	Panel rules soap, sleep essential to migrant kids' safety (from ) 
0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	20	0	0	1	1020120584422936576	-0.148072373654183	0	0	0	4.564348191467836	0.0	10.450162829195817	9.080459451121662	0.0	10.675607637965363	7	2018	Facing deadline, government reunified 364 of 2,500-plus migrant children 
0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	US	19	0	1	1	1141397039902855168	0.4704126644898081	0	1	0	5.66988092298052	0.0	6.413458957167357	7.365812837209472	0.0	9.855924135604518	6	2019	     How can he be much worse? Obama's eloquence moved us from 2 wars to 7? Charged more journalists under the espionage act than any other President, drone killed innocent people and deported more immigrants than any other President.
0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	US	24	0	1	1	1088471789511077888	-0.8870181605064513	0	1	0	5.356586274672012	0.0	5.513428746164983	6.776506992372183	0.0	9.633186877915122	1	2019	  Why do you presume how immigrants would vote in the future?  Surely you’re not implying that the GOP only represents the interests of only one ethnic socioeconomic segment of society?
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	US	19	0	1	1	1009088252060594176	2.297101032961596	0	1	0	5.648974238161206	0.6931471805599453	5.926926025970411	5.030437921392435	0.0	10.523095829761203	6	2018	 I've heard much WORSE CRYING when I see these POOR PARENTS who have 2 DROP off their KIDS 2 DAY CARE cuz they can't AFFORD to put FOOD on their table and have one parent at least stay home with their children because they pay TOO much in TAXES for illegal immigrants kids
0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	US	2	0	0	1	980604302015303680	1.9572938463069032	0	0	0	5.442417710521793	0.6931471805599453	8.912473274466036	8.767017621311778	1.3862943611198906	12.713128171399813	4	2018	Why is Governor Moonbeam &gt; Jerry Brown allowed to screw Calif citizens&gt;Business leaving,Illegals welcomed and bankrupting the State! Arrest this fascist for Treason.! Y is NOTHING ever done.!  #QAnon #Pedowood
0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	US	17	0	1	1	1074688912285724672	-1.4174050391473745	0	1	0	5.545177444479562	0.0	4.61512051684126	4.204692619390966	0.0	8.845201135339584	12	2018	    But you are right I am on the wrong side of history. Trying to help the poor, help the immigrants, trying to help college kids and helping the vets. I mean what exactly do your kind stand for exactly?
0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	US	9	1	1	1	1071863218522402818	2.947948660310796	0	1	0	5.645446897643238	0.0	7.973844375944687	8.182000136293405	0.0	8.070906088787819	12	2018	 Ya cause u r one lady. U broke the law to get here. If #Trump can’t end it then he should at least stop illegals from getting government assistance. They don’t deserve it. I tried getting disability but I couldn’t yet I know illegal alien who also tried &amp; got it.
0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	US	28	0	1	0	1045758392613179398	0.8767429511774301	0	1	0	4.418840607796598	1.3862943611198906	6.9865664594064265	6.923628628138427	0.0	10.051174530434894	9	2018	   Why do you hate illegal immigrants so much?
0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	US	29	0	1	1	1211358671520841728	2.7411876737219614	0	1	0	5.700443573390687	1.3862943611198906	6.90875477931522	7.317212408359839	1.3862943611198906	10.190244196911408	12	2019	 ...Hate-framing of Immigration Patriotism to incite immigrants against the GOP. Meanwhile the votes of change trickle thru the Mass Immigration (Legal, Illegal &amp; Anchor Baby) Hour Glass. As  notes, if you're going to do the MediaTime, you might as well do the Crime
0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	US	19	0	1	1	1097887793101959168	-1.462353079710164	0	1	0	5.673323267171493	0.0	4.74493212836325	6.548219102762372	0.0	8.746398334109042	2	2019	" When you defund education for two generations, &amp; focus on arbitrary standards rather than critical thinking, guess what you get? A populace willing to believe the lies that their leaders tell them like ""giving tax breaks to billionaires will help you"" and ""immigrants are evil"""
0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	US	28	1	1	0	1000917610291228672	-0.5472109738517587	0	1	0	4.532599493153256	0.0	6.257667587882639	6.508769136971682	0.0	9.343909263897595	5	2018	 Let's see...hates LGBTQ people, hates immigrants, racist...  #NeedsToGo #FireRohrabacher
0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	US	9	0	1	1	1016109904950628352	2.8508608926951693	0	0	0	4.912654885736052	2.3978952727983707	6.306275286948016	6.505784060128229	3.091042453358316	8.925853190420922	7	2018	HORROR! Muslim Migrant Beheads One-Year-Old in Germany, Merkel Bans Media Reporting  ---VIDEO  via 
0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	US	30	0	1	1	1145219904330584064	2.36901789786206	0	1	0	5.459585514144159	0.0	10.016860879703811	10.111923474978065	0.0	12.30308138197008	6	2019	  I hate that ba$tard. People who can't afford insurance have to pay for illegals to have free healthcare,  and in addition, be penalized and fined for not having insurance.  It's time to raise hell in California!
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	9	0	0	1	1115461300258332674	-0.766557411798174	0	0	0	4.564348191467836	3.1354942159291497	13.325596423603756	13.113360977122978	3.58351893845611	13.239280260280893	4	2019	"Trump Reportedly Tells Stephen Miller: You're ""in Charge"" of Immigration "
0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	US	23	0	1	1	1032576142656647168	-0.7503761171955696	0	1	0	5.641907070938114	1.0986122886681098	5.723585101952381	7.238496840894365	0.0	9.047233034106032	8	2018	   Escalator.  No one wants open borders and no one wants crime.  We need immigration reform.  Immigrants statistically have lower crime rate.  Gingrich immediately politicized Mollies murder to scare people and win votes for gop. Let’s deal in facts.
0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	US	13	0	1	1	1062165121521405952	2.714218849384287	0	1	0	5.568344503761097	0.0	5.308267697401205	5.924255797414532	0.0	8.847503625923641	11	2018	   😂🤣😅 ... keep telling yourself your state will prosper under liberal rule, high taxes, broke government,  illegal alien criminals welcome, etc. As your own country governing yourselves you'd collapse into a 3rd world country .
0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	US	18	0	0	1	1141109542203215874	2.505659941172941	1	0	0	5.135798437050262	0.0	7.194436851100335	7.696667081526462	0.0	9.301642530382969	6	2019	It is about illegals having I.D.'s to vote and no one will catch them. CA did the same thing using the same language. No one was fooled, yet they got away with it anyway.
0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	US	14	0	0	1	1117517337991819266	2.671068730444009	1	0	0	5.14166355650266	1.0986122886681098	9.076580381796658	9.171703488361263	1.3862943611198906	10.55596897637006	4	2019	Didn't all these members of Congress swear an oath to uphold the Constitution? That means adhering to the laws of the nation. An illegal alien HAS VIOLATED OUR FEDERAL LAW
0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	US	10	0	0	1	1094571299479998466	2.570385119583359	0	0	0	4.23410650459726	0.6931471805599453	10.648444144272435	10.626533283441937	0.6931471805599453	10.76519537463999	2	2019	Illegal Alien Injures Two People In DUI Crash 
0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	US	27	0	0	1	1011784808299679744	-1.3976279012997463	1	0	0	5.673323267171493	0.6931471805599453	4.394449154672439	5.634789603169249	0.0	8.386172928977834	6	2018	Short term memory loss must be a side effect of hypocrisy...  Note Biden didn’t make a spectacle of the situation or use his clout to attack a small business owner. So if we’re done with this sideshow, let’s focus back on Trump’s shitty inhumane immigration policies. 
0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	US	17	0	1	1	1008361207210881024	-1.4965135905378844	0	1	0	5.634789603169249	0.0	6.354370040797351	6.315358001522335	0.0	10.173896296317452	6	2018	  The naturally born children of a convicted felon(s) are sent to adult relatives. If not, they're sent to orphanages/group homes. Why aren't the kids of illegal immigrants being sent home (if they have relatives) instead of being separated from their parents?
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	US	13	0	1	0	1150114507785736193	-1.399425822922258	0	1	0	4.330733340286331	1.0986122886681098	6.124683390894205	6.530877627725885	0.0	9.455010553834672	7	2019	 The whole concept of “illegal” immigration needs to end.  Now.
0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	US	23	0	1	1	1120611877866934274	2.645897827728847	0	1	0	4.948759890378168	1.0986122886681098	5.71042701737487	4.290459441148391	0.0	7.703459047867175	4	2019	  And there are idiot liberals who want to give social security benefits to illegal aliens!! What could go wrong?!? 🤔
0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	US	8	0	1	1	1125958900761681920	-0.7899303928908249	0	1	0	6.80128303447162	2.19722457733622	9.341719450032562	9.339964139769688	1.0986122886681098	7.1891677384203225	5	2019	                                                  Hey, wait a minute. Cruz is all yours. He was just born here when his migrant parents snuck across our southern border. 🤣 Actually, we consider the day he renounced his Canadian citizenship to run for President a national holiday. 🤣🤣🤣
0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	US	25	0	1	1	1143613054715871232	3.0504301927939568	0	1	0	5.683579767338681	0.0	7.690286020676768	7.494986233950533	0.0	8.887376485379763	6	2019	  Democrats are nauseating. Watching them attempt to block everything our President tries to do for the good of our country, while USING CHILDREN at the border, who they refuse to give humanitarian aide to help, judges to help, but running on ILLEGALS FIRST! DISGUSTING!
0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	US	5	0	0	1	1081374717204938752	2.775348184549682	1	0	0	5.6240175061873385	0.0	8.201385955238608	8.424858580213442	0.0	11.100752912165108	1	2019	These figures below R apparently way to low for the Socialist Democrats. Why do they not want the Border Wall. They need the illegal votes to stay in power &amp; the illegals 2 destroy our economy. President Trump has halted these plans and their NWO.  That'swhy they hate him.
0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	US	6	0	1	0	982059806855966721	-0.3943876359382725	0	1	0	4.68213122712422	0.0	4.844187086458591	4.59511985013459	0.0	9.54873932271967	4	2018	  Illegal immigrants have a lower crime rate than native born. And they pay taxes.
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	31	0	1	1	1057740194152013824	-1.1225458930554713	0	0	0	4.787491742782046	0.6931471805599453	7.553810852008231	6.878326468291325	0.0	10.908063849277644	10	2018	The migrants are almost 1,000 miles and 90 days away.   Your tax dollars at work!   via 
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	US	22	0	1	1	1142459508708532231	-1.2214315822936097	0	1	0	5.662960480135946	1.791759469228055	8.867427438524983	8.867990898182093	1.0986122886681098	9.666054896487474	6	2019	 I challenge every Trump-supporting “patriot” to live in a migrant camp for a month. No special privileges. You live like they live.  If you *still* believe that’s what our country - and being “American” - is about after a month, I’ll put your MAGA signs all over my yard.
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	6	0	1	1	970817892735307776	-1.1638980903732383	0	1	0	5.4638318050256105	0.6931471805599453	5.69035945432406	6.504288173536645	0.0	7.824445930877619	3	2018	 Would you please, for once, stop lying?  The only immigrant you care about is your wife, and by all indications, only about as much as you care about every other woman to whom you’ve been unfaithful. # resist #stopTrump
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	US	19	0	0	0	1075526282442620928	2.383401270842153	1	0	0	4.700480365792417	0.6931471805599453	8.449342524508063	8.4368504387337	0.0	10.147178551737998	12	2018	Imagine what we could accomplish for all the homeless and veterans if we invested in them instead of illegals.
